timestamp,pod,value
2023-05-09 20:40:40,adservice-85464c648-5xhqx,0.7565522831667916
2023-05-09 20:40:45,adservice-85464c648-5xhqx,0.7565522831667916
2023-05-09 20:40:50,adservice-85464c648-5xhqx,1.1708744968898397
2023-05-09 20:40:55,adservice-85464c648-5xhqx,1.1708744968898397
2023-05-09 20:41:00,adservice-85464c648-5xhqx,1.1708744968898397
2023-05-09 20:41:05,adservice-85464c648-5xhqx,2.1826118588577015
2023-05-09 20:41:10,adservice-85464c648-5xhqx,2.1826118588577015
2023-05-09 20:41:15,adservice-85464c648-5xhqx,2.1826118588577015
2023-05-09 20:41:20,adservice-85464c648-5xhqx,2.7094763936869586
2023-05-09 20:41:25,adservice-85464c648-5xhqx,2.7094763936869586
2023-05-09 20:41:30,adservice-85464c648-5xhqx,2.7094763936869586
2023-05-09 20:41:35,adservice-85464c648-5xhqx,3.228410008070956
2023-05-09 20:41:40,adservice-85464c648-5xhqx,3.228410008070956
2023-05-09 20:41:45,adservice-85464c648-5xhqx,3.228410008070956
2023-05-09 20:41:50,adservice-85464c648-5xhqx,3.228410008070956
2023-05-09 20:41:55,adservice-85464c648-5xhqx,2.949102557583833
2023-05-09 20:42:00,adservice-85464c648-5xhqx,2.949102557583833
2023-05-09 20:42:05,adservice-85464c648-5xhqx,2.949102557583833
2023-05-09 20:42:10,adservice-85464c648-5xhqx,2.575660012878194
2023-05-09 20:42:15,adservice-85464c648-5xhqx,2.575660012878194
2023-05-09 20:42:20,adservice-85464c648-5xhqx,2.575660012878194
2023-05-09 20:42:25,adservice-85464c648-5xhqx,3.5900197451087337
2023-05-09 20:42:30,adservice-85464c648-5xhqx,3.5900197451087337
2023-05-09 20:42:35,adservice-85464c648-5xhqx,3.5900197451087337
2023-05-09 20:42:40,adservice-85464c648-5xhqx,4.91493383742894
2023-05-09 20:42:45,adservice-85464c648-5xhqx,4.91493383742894
2023-05-09 20:42:50,adservice-85464c648-5xhqx,4.328692013563193
